"Student Discipline Data by Race by Gender
State and District Level
2015-16, Survey 5 - FINAL",,,,,,,,,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,,,,,,,,
Note:  Totals are unduplicated and students are counted only once for each type of action.,,,,,,,,,,,,,
District,District Name,Discipline Code,Discipline Description,White,Black or African American,Hispanic/Latino,Asian,Native Hawaiian or Other Pacific Islander,American Indian or Alaska Native,Two or More Races,Female,Male,Total
00,FLORIDA,C,Corporal Punishment,992,341,107,1,0,4,81,252,"1,274","1,526"
00,FLORIDA,E,Expelled Without Continuing Educational Services,106,122,42,1,2,4,13,60,230,290
00,FLORIDA,F,Expelled With Continuing Educational Services,101,119,43,1,2,0,15,87,194,281
00,FLORIDA,H,Suspension Extended Pending Hearing,134,166,71,5,0,1,21,111,287,398
00,FLORIDA,I,Suspension In-School,"61,701","73,618","48,448","1,320",204,685,"7,072","64,997","128,051","193,048"
00,FLORIDA,L,Seclusion,165,152,33,2,0,1,20,82,291,373
00,FLORIDA,M,Mechanical Restraint,203,49,16,0,0,1,5,74,200,274
00,FLORIDA,O,Suspension Out-of-School,"46,176","65,062","32,544",688,166,495,"5,993","45,881","105,243","151,124"
00,FLORIDA,P,Placement in Alternative Educational Setting,"2,168","3,062","1,487",29,6,27,299,"2,028","5,050","7,078"
00,FLORIDA,R,Physical Restraint,309,177,116,2,1,0,31,104,532,636
00,FLORIDA,S,Other SES IR Defined,"4,106","11,711","2,758",173,19,40,619,"6,072","13,354","19,426"
00,FLORIDA,U,Chang In Placement,29,60,31,0,0,0,5,20,105,125
01,ALACHUA     ,E,Expelled Without Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
01,ALACHUA     ,H,Suspension Extended Pending Hearing,*,*,*,*,*,*,*,*,*,*
01,ALACHUA     ,O,Suspension Out-of-School,373,"1,599",84,8,0,2,114,718,"1,462","2,180"
02,BAKER       ,E,Expelled Without Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
02,BAKER       ,I,Suspension In-School,415,127,7,0,0,1,20,210,360,570
02,BAKER       ,O,Suspension Out-of-School,289,104,3,0,0,3,17,148,268,416
02,BAKER       ,P,Placement in Alternative Educational Setting,15,9,0,0,0,0,0,11,13,24
02,BAKER       ,S,Other SES IR Defined,7,2,0,0,0,0,1,1,9,10
03,BAY         ,E,Expelled Without Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
03,BAY         ,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
03,BAY         ,H,Suspension Extended Pending Hearing,12,6,0,0,0,0,1,5,14,19
03,BAY         ,I,Suspension In-School,"1,747",996,269,25,7,21,232,"1,114","2,183","3,297"
03,BAY         ,L,Seclusion,*,*,*,*,*,*,*,*,*,*
03,BAY         ,M,Mechanical Restraint,*,*,*,*,*,*,*,*,*,*
03,BAY         ,O,Suspension Out-of-School,"1,241",789,145,12,3,5,156,680,"1,671","2,351"
03,BAY         ,P,Placement in Alternative Educational Setting,84,40,6,1,0,0,14,33,112,145
03,BAY         ,S,Other SES IR Defined,6,7,2,0,0,0,0,5,10,15
04,BRADFORD    ,C,Corporal Punishment,*,*,*,*,*,*,*,*,*,*
04,BRADFORD    ,E,Expelled Without Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
04,BRADFORD    ,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
04,BRADFORD    ,H,Suspension Extended Pending Hearing,*,*,*,*,*,*,*,*,*,*
04,BRADFORD    ,I,Suspension In-School,255,170,8,6,0,0,9,166,282,448
04,BRADFORD    ,O,Suspension Out-of-School,188,128,7,2,1,0,7,110,223,333
04,BRADFORD    ,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
05,BREVARD     ,E,Expelled Without Continuing Educational Services,11,19,3,0,0,1,5,13,26,39
05,BREVARD     ,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
05,BREVARD     ,H,Suspension Extended Pending Hearing,8,8,1,0,0,0,2,5,14,19
05,BREVARD     ,I,Suspension In-School,"1,670","1,419",560,18,2,6,345,"1,314","2,706","4,020"
05,BREVARD     ,L,Seclusion,16,7,3,0,0,0,0,2,24,26
05,BREVARD     ,M,Mechanical Restraint,*,*,*,*,*,*,*,*,*,*
05,BREVARD     ,O,Suspension Out-of-School,"2,554","1,792",740,25,5,9,486,"1,708","3,903","5,611"
05,BREVARD     ,P,Placement in Alternative Educational Setting,145,112,46,0,0,2,27,117,215,332
05,BREVARD     ,R,Physical Restraint,36,17,9,0,0,0,5,14,53,67
05,BREVARD     ,S,Other SES IR Defined,208,153,39,1,0,0,37,171,267,438
05,BREVARD     ,U,Chang In Placement,*,*,*,*,*,*,*,*,*,*
06,BROWARD     ,I,Suspension In-School,"2,144","10,960","3,971",130,11,43,413,"5,710","11,962","17,672"
06,BROWARD     ,O,Suspension Out-of-School,475,"3,638",879,40,3,2,115,"1,572","3,580","5,152"
06,BROWARD     ,P,Placement in Alternative Educational Setting,41,302,86,7,1,1,5,101,342,443
06,BROWARD     ,S,Other SES IR Defined,621,"4,735","1,038",42,5,10,135,"2,191","4,395","6,586"
07,CALHOUN     ,C,Corporal Punishment,34,5,3,0,0,0,6,4,44,48
07,CALHOUN     ,E,Expelled Without Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
07,CALHOUN     ,I,Suspension In-School,159,42,11,0,0,1,8,71,150,221
07,CALHOUN     ,O,Suspension Out-of-School,21,8,2,0,0,0,2,6,27,33
