,,,2016-2017 School Improvement Rating,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,Legend for School Types: 01=Elementary; 02=Middle; 03=High; 04=Combination,,,,,,,,,,,,,,,,,,,,,
,,,Note: School Improvement Ratings were not calculated in 2015.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
District Number,District Name,School Number,School Name,English Language Arts Learning Gains,Mathematics Learning Gains,Total Points Earned,Total Components,Percent of Total Possible Points,Percent Tested,School Improvement Rating,Improvement Rating 2016,Improvement Rating 2014,Improvement Rating 2013,Improvement Rating 2012,Improvement Rating 2011,Improvement Rating 2010,Improvement Rating 2009,Improvement Rating 2008,Charter School,Alternative/ESE Center School,School Type,Title I,Percent of Minority Students,Percent of Economically Disadvantaged Students
01,ALACHUA,0052,A.QUINN JONES CENTER,25,19,44,2,22,100,UNSATISFACTORY,UNSATISFACTORY,,,DECLINING,,,,,NO,A,04,YES,84.6,100
01,ALACHUA,0081,SIDNEY LANIER CENTER,45,29,74,2,37,99,MAINTAINING,,IMPROVING,,,,,,,NO,A,04,NO,61.0,100
01,ALACHUA,0955,"THE EINSTEIN SCHOOL, INC.",33,42,75,2,38,100,MAINTAINING,MAINTAINING,DECLINING,,,,,,,YES,A,04,NO,43.0,49.5
01,ALACHUA,0991,SIATECH GAINESVILLE,23,43,66,2,33,71,MAINTAINING,,,,,,,,,YES,A,03,NO,77.2,60.6
01,ALACHUA,1003,ALACHUA MYCROSCHOOL OF INTEGRATED ACADEMICS AND TECHNOLOGIES (MYCROSCHOOL GAINESVILLE),32,45,77,2,39,67,MAINTAINING,,MAINTAINING,,,,,,,YES,A,04,NO,78.6,90.7
03,BAY,0241,ST. ANDREW SCHOOL,44,41,85,2,43,100,MAINTAINING,MAINTAINING,IMPROVING,IMPROVING,IMPROVING,,,,,NO,A,01,YES,44.6,100
03,BAY,0531,NEW HORIZONS LEARNING CENTER,29,22,51,2,26,93,MAINTAINING,MAINTAINING,DECLINING,,,,,,,NO,E,04,YES,36.6,100
03,BAY,0581,ROSENWALD HIGH SCHOOL,31,43,74,2,37,90,MAINTAINING,UNSATISFACTORY,DECLINING,,,DECLINING,DECLINING,,,NO,A,03,YES,60.8,75.0
03,BAY,0591,C C WASHINGTON ACADEMY,38,32,70,2,35,94,MAINTAINING,UNSATISFACTORY,DECLINING,,,MAINTAINING,,,,NO,A,02,YES,54.1,100
03,BAY,0782,CENTRAL HIGH SCHOOL,45,,45,1,45,92,MAINTAINING,UNSATISFACTORY,,,,,,,,YES,A,03,NO,33.8,45.6
05,BREVARD,0089,FIELDSTON PREPARATORY SCHOOL,15,16,31,2,16,90,UNSATISFACTORY,UNSATISFACTORY,MAINTAINING,DECLINING,,,,,,NO,E,04,YES,39.8,88.1
05,BREVARD,1029,RIVERDALE COUNTRY DAY SCHOOL,27,5,32,2,16,80,UNSATISFACTORY,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,NO,E,04,YES,46.8,91.3
06,BROWARD,0405,LANIER-JAMES EDUCATION CENTER,39,20,59,2,30,90,MAINTAINING,MAINTAINING,,,,DECLINING,DECLINING,DECLINING,,NO,A,04,NO,94.1,81.9
06,BROWARD,0452,WHIDDON RODGERS EDUCATION CENTER,33,46,79,2,40,76,MAINTAINING,,,,,,,,,NO,A,04,NO,95.3,76.8
06,BROWARD,0592,HENRY D PERRY EDUCATIONAL CENTER,48,53,101,2,51,54,MAINTAINING,,,,,,,,,NO,A,04,NO,91.7,69.8
06,BROWARD,0601,SEAGULL SCHOOL,,81,81,1,81,53,MAINTAINING,,,,,,,,,NO,A,03,NO,92.3,82.0
06,BROWARD,0653,PINE RIDGE ALTERNATIVE CENTER,16,3,19,2,10,91,UNSATISFACTORY,UNSATISFACTORY,DECLINING,,,DECLINING,,DECLINING,IMPROVING,NO,A,04,NO,94.4,97.5
06,BROWARD,1752,WHISPERING PINES EXCEPTIONAL EDUCATION CENTER,35,29,64,2,32,88,MAINTAINING,,MAINTAINING,DECLINING,DECLINING,,,,,NO,A,04,NO,71.5,67.7
06,BROWARD,3222,CROSS CREEK SCHOOL,37,17,54,2,27,91,MAINTAINING,,DECLINING,DECLINING,DECLINING,,,,,NO,E,04,NO,64.8,81.3
06,BROWARD,3651,DAVE THOMAS EDUCATION CENTER WEST,37,42,79,2,40,91,MAINTAINING,UNSATISFACTORY,MAINTAINING,,,DECLINING,,DECLINING,,NO,A,04,NO,91.4,81.1
06,BROWARD,5009,ANDREWS HIGH SCHOOL,40,68,108,2,54,98,COMMENDABLE,,DECLINING,,,,,,,YES,A,03,NO,82.6,95.6
06,BROWARD,5028,ACADEMIC SOLUTIONS HIGH SCHOOL,55,79,134,2,67,85,MAINTAINING,,,,,,,,,YES,A,03,NO,86.2,68.9
06,BROWARD,5032,FLAGLER HIGH,46,67,113,2,57,91,COMMENDABLE,,,,,,,,,YES,A,03,NO,76.0,68.4
06,BROWARD,5060,SUNED HIGH SCHOOL,41,67,108,2,54,94,COMMENDABLE,,,,,,,,,YES,A,03,NO,93.9,73.2
06,BROWARD,5209,ASCEND CAREER ACADEMY,47,42,89,2,45,86,MAINTAINING,UNSATISFACTORY,,,,,,,,YES,A,03,NO,81.1,72.3
06,BROWARD,5233,ACADEMIC SOLUTIONS ACADEMY A,33,,33,1,33,89,MAINTAINING,,,,,,,,,YES,A,03,NO,80.4,70.3
06,BROWARD,5323,MELROSE HIGH,35,85,120,2,60,98,COMMENDABLE,,,,,,,,,YES,A,03,NO,88.4,61.7
06,BROWARD,5331,DOLPHIN PARK HIGH,30,82,112,2,56,97,COMMENDABLE,MAINTAINING,,,,,,,,YES,A,03,NO,92.0,60.5
06,BROWARD,5341,NORTH UNIVERSITY HIGH,31,75,106,2,53,99,COMMENDABLE,MAINTAINING,IMPROVING,,,,,,,YES,A,03,NO,89.5,85.5
06,BROWARD,5351,LAUDERHILL HIGH,26,86,112,2,56,93,COMMENDABLE,,MAINTAINING,,,,,,,YES,A,03,NO,99.1,99.8
06,BROWARD,5481,SUNRISE HIGH SCHOOL,30,59,89,2,45,86,MAINTAINING,MAINTAINING,,,,,,,,YES,A,03,NO,93.8,94.8
06,BROWARD,5861,SUNED HIGH SCHOOL OF NORTH BROWARD,49,83,132,2,66,91,COMMENDABLE,,,,,,,,,YES,A,03,NO,87.3,91.4
08,CHARLOTTE,0042,CHARLOTTE HARBOR SCHOOL,33,8,41,2,21,95,UNSATISFACTORY,UNSATISFACTORY,IMPROVING,DECLINING,IMPROVING,,,,,NO,E,04,NO,42.5,98.7
08,CHARLOTTE,0171,THE ACADEMY,38,54,92,2,46,91,MAINTAINING,MAINTAINING,,,,,,,,NO,A,04,NO,30.5,98.0
09,CITRUS,0201,CREST SCHOOL,28,33,61,2,31,96,MAINTAINING,UNSATISFACTORY,MAINTAINING,DECLINING,IMPROVING,,,,,NO,E,04,NO,19.5,84.9
10,CLAY,0111,R. C. BANNERMAN LEARNING CENTER,35,52,87,2,44,92,MAINTAINING,UNSATISFACTORY,DECLINING,DECLINING,DECLINING,DECLINING,,,,NO,A,04,NO,43.2,75.1
11,COLLIER,9007,NEW BEGINNINGS IMMOKALEE,33,55,88,2,44,95,MAINTAINING,MAINTAINING,IMPROVING,DECLINING,DECLINING,DECLINING,IMPROVING,IMPROVING,,NO,A,02,NO,96.0,100
11,COLLIER,9008,NAPLES AREA TEENAGE PARENTING,55,,55,1,55,88,MAINTAINING,,,,,,,,,NO,A,03,NO,90.4,87.2
11,COLLIER,9010,NEW BEGINNINGS - NAPLES,53,42,95,2,48,100,MAINTAINING,MAINTAINING,DECLINING,MAINTAINING,IMPROVING,MAINTAINING,DECLINING,IMPROVING,MAINTAINING,NO,A,04,NO,78.0,91.7
11,COLLIER,9015,THE PHOENIX PROGRAM NAPLES,43,41,84,2,42,90,MAINTAINING,,,,,,,,,NO,A,04,NO,69.1,78.6
11,COLLIER,9026,THE PHOENIX PROGRAM-IMMOKALEE,30,23,53,2,27,87,MAINTAINING,,,,,,,,,NO,A,04,NO,83.3,90.6
11,COLLIER,9027,BEACON HIGH SCHOOL,48,59,107,2,54,90,COMMENDABLE,,MAINTAINING,,,,,,,NO,A,03,NO,78.1,80.3
12,COLUMBIA,0221,PATHWAYS ACADEMY,,,,,,,I,,MAINTAINING,,,,,DECLINING,DECLINING,NO,A,04,NO,60.0,100
13,DADE,6018,THE SEED SCHOOL OF MIAMI,41,33,74,2,37,99,MAINTAINING,MAINTAINING,,,,,,,,YES,A,02,YES,98.5,96.9
13,DADE,7015,STELLAR LEADERSHIP ACADEMY,32,45,77,2,39,78,MAINTAINING,UNSATISFACTORY,,,,,,DECLINING,,YES,A,03,YES,99.3,98.0
13,DADE,7062,MAVERICKS HIGH OF NORTH MIAMI DADE COUNTY,43,58,101,2,51,86,MAINTAINING,,DECLINING,,,,,,,YES,A,03,NO,94.1,23.4
13,DADE,7065,MAVERICKS HIGH OF SOUTH MIAMI DADE COUNTY,45,83,128,2,64,94,COMMENDABLE,UNSATISFACTORY,,,,,,,,YES,A,03,NO,94.0,29.7
13,DADE,7067,GREEN SPRINGS HIGH SCHOOL,54,80,134,2,67,94,COMMENDABLE,MAINTAINING,DECLINING,,,,,,,YES,A,03,NO,96.4,34.8
13,DADE,7068,NORTH GARDENS HIGH SCHOOL,47,84,131,2,66,94,COMMENDABLE,UNSATISFACTORY,DECLINING,,,,,,,YES,A,03,YES,97.6,42.6
13,DADE,7069,NORTH PARK HIGH SCHOOL,52,80,132,2,66,93,COMMENDABLE,MAINTAINING,DECLINING,,,,,,,YES,A,03,NO,97.1,36.4
13,DADE,7631,MIAMI MACARTHUR SOUTH,25,10,35,2,18,75,UNSATISFACTORY,UNSATISFACTORY,,,,,,,,NO,A,04,YES,98.3,92.9
13,DADE,7835,RICHMOND PERRINE OPTIMIST,26,24,50,2,25,89,UNSATISFACTORY,UNSATISFACTORY,,,,,,,DECLINING,NO,A,04,YES,97.5,74.7
